"","country","year","cellphones"
"5854","French Polynesia","1986",0
"5855","Gabon","1986",0
"5856","Gambia","1986",0
"5857","Georgia","1986",0
"5858","Germany","1986",0.030597772875535
"5859","Ghana","1986",0
"5860","Gibraltar","1986",0
"5861","Greece","1986",0
"5862","Greenland","1986",0
"5863","Grenada","1986",0
"5864","Guadeloupe","1986",0
"5865","Guam","1986",0
"5866","Guatemala","1986",0
"5867","Guernsey","1986",0
"5868","Guinea","1986",0
"5869","Guinea-Bissau","1986",0
"5870","Guyana","1986",0
"5871","Haiti","1986",0
"5872","Holy See","1986",0
"5873","Honduras","1986",0
"5874","Hong Kong, China","1986",0.182255562029678
"5875","Hungary","1986",0
"5876","Iceland","1986",1.08223689600367
"5877","India","1986",0
"5878","Indonesia","1986",0.002642408605306
"5879","Iran","1986",0
"5880","Iraq","1986",0
"5881","Ireland","1986",0.042390615961084
"5882","Isle of Man","1986",0
"5883","Israel","1986",0
"5884","Italy","1986",0.01592003677451
"5885","Jamaica","1986",0
"5886","Japan","1986",0.078912009513472
"5887","Jersey","1986",0
"5888","Jordan","1986",0
"5889","Kazakhstan","1986",0
"5890","Kenya","1986",0
"5891","Kiribati","1986",0
"5892","North Korea","1986",0
"5893","South Korea","1986",0.017264544246227
"5894","United Korea (former)
","1986",0
"5895","Kosovo","1986",0
"5896","Kuwait","1986",0.446667127859555
"5897","Kyrgyz Republic","1986",0
"5898","Lao","1986",0
"5899","Latvia","1986",0
"5900","Lebanon","1986",0
"5901","Lesotho","1986",0
"5902","Liberia","1986",0
"5903","Libya","1986",0
"5904","Liechtenstein","1986",0
"5905","Lithuania","1986",0
"5906","Luxembourg","1986",0.079247259591768
"5907","Macao, China","1986",0
"5908","Macedonia, FYR","1986",0
"5909","Madagascar","1986",0
"5910","Malawi","1986",0
"5911","Malaysia","1986",0.066688577659086
"5912","Maldives","1986",0
"5913","Mali","1986",0
"5914","Malta","1986",0
"5915","Marshall Islands","1986",0
"5916","Martinique","1986",0
"5917","Mauritania","1986",0
"5918","Mauritius","1986",0
"5919","Mayotte","1986",0
"5920","Mexico","1986",0
"5921","Micronesia, Fed. Sts.","1986",0
"5922","Moldova","1986",0
"5923","Monaco","1986",0
"5924","Mongolia","1986",0
"5925","Montenegro","1986",0
"5926","Montserrat","1986",0
"5927","Morocco","1986",0
"5928","Mozambique","1986",0
"5929","Myanmar","1986",0
"5930","Namibia","1986",0
"5931","Nauru","1986",0
"5932","Nepal","1986",0
"5933","Netherlands","1986",0.105288032962174
"5934","Netherlands Antilles","1986",0
"5935","New Caledonia","1986",0
"5936","New Zealand","1986",0
"5937","Ngorno-Karabakh","1986",0
"5938","Nicaragua","1986",0
"5939","Niger","1986",0
"5940","Nigeria","1986",0
"5941","Niue","1986",0
"5942","Norfolk Island","1986",0
"5943","Northern Cyprus","1986",0
"5944","Northern Mariana Islands","1986",0
"5945","Norway","1986",2.08879408196203
"5946","Oman","1986",0.046528604814558
"5947","Pakistan","1986",0
"5948","Palau","1986",0
"5949","Panama","1986",0
"5950","Papua New Guinea","1986",0
"5951","Paraguay","1986",0
"5952","Peru","1986",0
"5953","Philippines","1986",0
"5954","Pitcairn","1986",0
"5955","Poland","1986",0
"5956","Portugal","1986",0
"5957","Puerto Rico","1986",0
"5958","Qatar","1986",0
"5959","Reunion","1986",0
"5960","Romania","1986",0
"5961","Russia","1986",0
"5962","Rwanda","1986",0
"5963","St. Barthélemy","1986",0
"5964","St. Helena","1986",0
"5965","St. Kitts and Nevis","1986",0
"5966","St. Lucia","1986",0
"5967","St. Martin","1986",0
"5968","St. Vincent and the Grenadines","1986",0
"5969","St.-Pierre-et-Miquelon","1986",0
"5970","Samoa","1986",0
"5971","San Marino","1986",0
"5972","Sao Tome and Principe","1986",0
"5973","Saudi Arabia","1986",0
"5974","Senegal","1986",0
"5975","Serbia","1986",0
"5976","Serbia and Montenegro","1986",0
"5977","Serbia excluding Kosovo","1986",0
"5978","Seychelles","1986",0
"5979","Sierra Leone","1986",0
"5980","Singapore","1986",0
"5981","Slovak Republic","1986",0
"5982","Slovenia","1986",0
"5983","Solomon Islands","1986",0
"5984","Somalia","1986",0
"5985","Somaliland","1986",0
"5986","South Africa","1986",0
"5987","South Ossetia","1986",0
"5988","Spain","1986",0.004405702938845
"5989","Sri Lanka","1986",0
"5990","Sudan","1986",0
"5991","Suriname","1986",0
"5992","Svalbard","1986",0
"5993","Swaziland","1986",0
"5994","Sweden","1986",1.3440889094521
"5995","Switzerland","1986",0
"5996","Syria","1986",0
"5997","Taiwan","1986",0
"5998","Tajikistan","1986",0
"5999","Tanzania","1986",0
"6000","Thailand","1986",0.001539189469949
"6001","Timor-Leste","1986",0
"6002","Togo","1986",0
"6003","Tokelau","1986",0
"6004","Tonga","1986",0
"6005","Transnistria","1986",0
"6006","Trinidad and Tobago","1986",0
"6007","Tunisia","1986",0
"6008","Turkey","1986",0.000724299214713
"6009","Turkmenistan","1986",0
"6010","Turks and Caicos Islands","1986",0
"6011","Tuvalu","1986",0
"6012","Uganda","1986",0
"6013","Ukraine","1986",0
"6014","United Arab Emirates","1986",0.783251259109119
"6015","United Kingdom","1986",0.229588861450469
"6016","United States","1986",0.280015091019741
"6017","Uruguay","1986",0
"6018","USSR","1986",0
"6019","Uzbekistan","1986",0
"6020","Wallis et Futuna","1986",0
"6021","Vanuatu","1986",0
"6022","Venezuela","1986",0
"6023","West Bank and Gaza","1986",0
"6024","West Germany","1986",0
"6025","Western Sahara","1986",0
"6026","Vietnam","1986",0
"6027","Virgin Islands (U.S.)","1986",0
"6028","North Yemen (former)","1986",0
"6029","South Yemen (former)","1986",0
"6030","Yemen","1986",0
"6031","Yugoslavia","1986",0
"6032","Zambia","1986",0
"6033","Zimbabwe","1986",0
"6034","Åland","1986",0
"6035","South Sudan","1986",0
"6036","Christian","1986",0
"6037","Coastline","1986",0
"6038","Curaçao","1986",0
"6039","Sint Maarten (Dutch part)","1986",0
"6040","St. Martin (French part)","1986",0
"6041","Antarctica","1986",0
"6042","Virgin Islands, British","1986",0
"6043","Hawaiian Trade Zone","1986",0
"6044","U.S. Pacific Islands","1986",0
"6045","Wake Island","1986",0
"6046","Bonaire","1986",0
"6047","Sark","1986",0
"6048","Chinese Taipei","1986",0
"6049","Saint Eustatius","1986",0
"6050","Saba","1986",0
"6051","Abkhazia","1987",0
"6052","Afghanistan","1987",0
"6053","Akrotiri and Dhekelia","1987",0
"6054","Albania","1987",0
"6055","Algeria","1987",0
"6056","American Samoa","1987",0
"6057","Andorra","1987",0
"6058","Angola","1987",0
"6059","Anguilla","1987",0
"6060","Antigua and Barbuda","1987",0
"6061","Argentina","1987",0
"6062","Armenia","1987",0
"6063","Aruba","1987",0
"6064","Australia","1987",0.027084507398455
"6065","Austria","1987",0.345706095108397
"6066","Azerbaijan","1987",0
"6067","Bahamas","1987",0
"6068","Bahrain","1987",0.38373432673902
"6069","Bangladesh","1987",0
"6070","Barbados","1987",0
"6071","Belarus","1987",0
"6072","Belgium","1987",0.07316985952866
"6073","Belize","1987",0
"6074","Benin","1987",0
"6075","Bermuda","1987",0
"6076","Bhutan","1987",0
"6077","Bolivia","1987",0
"6078","Bosnia and Herzegovina","1987",0
"6079","Botswana","1987",0
"6080","Brazil","1987",0
"6081","British Virgin Islands","1987",0
"6082","Brunei","1987",0
"6083","Bulgaria","1987",0
"6084","Burkina Faso","1987",0
"6085","Burundi","1987",0
"6086","Cambodia","1987",0
"6087","Cameroon","1987",0
"6088","Canada","1987",0.370422534150469
"6089","Cape Verde","1987",0
"6090","Cayman Islands","1987",0
"6091","Central African Republic","1987",0
"6092","Chad","1987",0
"6093","Channel Islands","1987",0
"6094","Chile","1987",0
"6095","China","1987",6.4108143214e-05
"6096","Christmas Island","1987",0
"6097","Cocos Island","1987",0
"6098","Colombia","1987",0
"6099","Comoros","1987",0
"6100","Congo, Dem. Rep.","1987",0
"6101","Congo, Rep.","1987",0
"6102","Cook Is","1987",0
"6103","Costa Rica","1987",0
"6104","Cote d'Ivoire","1987",0
"6105","Croatia","1987",0
"6106","Cuba","1987",0
"6107","Cyprus","1987",0
"6108","Czech Republic","1987",0
"6109","Czechoslovakia","1987",0
"6110","Denmark","1987",1.5132735856837
"6111","Djibouti","1987",0
"6112","Dominica","1987",0
"6113","Dominican Republic","1987",0
"6114","East Germany","1987",0
"6115","Ecuador","1987",0
"6116","Egypt","1987",0.004941082063492
"6117","El Salvador","1987",0
"6118","Equatorial Guinea","1987",0
"6119","Eritrea","1987",0
"6120","Eritrea and Ethiopia","1987",0
"6121","Estonia","1987",0
"6122","Ethiopia","1987",0
"6123","Faeroe Islands","1987",0
"6124","Falkland Is (Malvinas)","1987",0
"6125","Fiji","1987",0
"6126","Finland","1987",2.14416067634435
"6127","France","1987",0.070222572298965
"6128","French Guiana","1987",0
"6129","French Polynesia","1987",0
"6130","Gabon","1987",0
"6131","Gambia","1987",0
"6132","Georgia","1987",0
"6133","Germany","1987",0.062516413973236
"6134","Ghana","1987",0
"6135","Gibraltar","1987",0
"6136","Greece","1987",0
"6137","Greenland","1987",0
"6138","Grenada","1987",0
"6139","Guadeloupe","1987",0
"6140","Guam","1987",0
"6141","Guatemala","1987",0
"6142","Guernsey","1987",0
"6143","Guinea","1987",0
"6144","Guinea-Bissau","1987",0
"6145","Guyana","1987",0
"6146","Haiti","1987",0
"6147","Holy See","1987",0
"6148","Honduras","1987",0
"6149","Hong Kong, China","1987",0.504274743832564
"6150","Hungary","1987",0
"6151","Iceland","1987",2.02886925379907
"6152","India","1987",0
"6153","Indonesia","1987",0.003616807688121
"6154","Iran","1987",0
"6155","Iraq","1987",0
"6156","Ireland","1987",0.098240324953551
"6157","Isle of Man","1987",0
"6158","Israel","1987",0
"6159","Italy","1987",0.029097167204054
"6160","Jamaica","1987",0
"6161","Japan","1987",0.124581508203455
"6162","Jersey","1987",0
"6163","Jordan","1987",0
"6164","Kazakhstan","1987",0
"6165","Kenya","1987",0
"6166","Kiribati","1987",0
"6167","North Korea","1987",0
"6168","South Korea","1987",0.024654802117144
"6169","United Korea (former)
","1987",0
"6170","Kosovo","1987",0
"6171","Kuwait","1987",0.738134615106673
"6172","Kyrgyz Republic","1987",0
"6173","Lao","1987",0
"6174","Latvia","1987",0
"6175","Lebanon","1987",0
"6176","Lesotho","1987",0
"6177","Liberia","1987",0
"6178","Libya","1987",0
"6179","Liechtenstein","1987",0
"6180","Lithuania","1987",0
"6181","Luxembourg","1987",0.101131049659391
"6182","Macao, China","1987",0
"6183","Macedonia, FYR","1987",0
"6184","Madagascar","1987",0
"6185","Malawi","1987",0
"6186","Malaysia","1987",0.104246592197402
"6187","Maldives","1987",0
"6188","Mali","1987",0
"6189","Malta","1987",0
"6190","Marshall Islands","1987",0
"6191","Martinique","1987",0
"6192","Mauritania","1987",0
"6193","Mauritius","1987",0
"6194","Mayotte","1987",0
"6195","Mexico","1987",0
"6196","Micronesia, Fed. Sts.","1987",0
"6197","Moldova","1987",0
"6198","Monaco","1987",0
"6199","Mongolia","1987",0
"6200","Montenegro","1987",0
"6201","Montserrat","1987",0
"6202","Morocco","1987",0.000257171208432
"6203","Mozambique","1987",0
"6204","Myanmar","1987",0
"6205","Namibia","1987",0
"6206","Nauru","1987",0
"6207","Nepal","1987",0
"6208","Netherlands","1987",0.165590306863472
"6209","Netherlands Antilles","1987",0
"6210","New Caledonia","1987",0
"6211","New Zealand","1987",0.072487361526487
"6212","Ngorno-Karabakh","1987",0
"6213","Nicaragua","1987",0
"6214","Niger","1987",0
"6215","Nigeria","1987",0
"6216","Niue","1987",0
"6217","Norfolk Island","1987",0
"6218","Northern Cyprus","1987",0
"6219","Northern Mariana Islands","1987",0
"6220","Norway","1987",2.86837392455992
"6221","Oman","1987",0.069453849445148
"6222","Pakistan","1987",0
"6223","Palau","1987",0
"6224","Panama","1987",0
"6225","Papua New Guinea","1987",0
"6226","Paraguay","1987",0
"6227","Peru","1987",0
"6228","Philippines","1987",0
"6229","Pitcairn","1987",0
"6230","Poland","1987",0
"6231","Portugal","1987",0
"6232","Puerto Rico","1987",0.113897799623617
"6233","Qatar","1987",0
"6234","Reunion","1987",0
"6235","Romania","1987",0
"6236","Russia","1987",0
"6237","Rwanda","1987",0
"6238","St. Barthélemy","1987",0
"6239","St. Helena","1987",0
"6240","St. Kitts and Nevis","1987",0
"6241","St. Lucia","1987",0
"6242","St. Martin","1987",0
"6243","St. Vincent and the Grenadines","1987",0
"6244","St.-Pierre-et-Miquelon","1987",0
"6245","Samoa","1987",0
"6246","San Marino","1987",0
"6247","Sao Tome and Principe","1987",0
"6248","Saudi Arabia","1987",0
"6249","Senegal","1987",0
"6250","Serbia","1987",0
"6251","Serbia and Montenegro","1987",0
"6252","Serbia excluding Kosovo","1987",0
"6253","Seychelles","1987",0
"6254","Sierra Leone","1987",0
"6255","Singapore","1987",0
"6256","Slovak Republic","1987",0
"6257","Slovenia","1987",0
"6258","Solomon Islands","1987",0
"6259","Somalia","1987",0
"6260","Somaliland","1987",0
"6261","South Africa","1987",0
"6262","South Ossetia","1987",0
"6263","Spain","1987",0.010860274117973
"6264","Sri Lanka","1987",0
"6265","Sudan","1987",0
"6266","Suriname","1987",0
"6267","Svalbard","1987",0
"6268","Swaziland","1987",0
"6269","Sweden","1987",2.05630349137749
"6270","Switzerland","1987",0.083833822529846
"6271","Syria","1987",0
"6272","Taiwan","1987",0
"6273","Tajikistan","1987",0
"6274","Tanzania","1987",0
"6275","Thailand","1987",0.010818748025859
"6276","Timor-Leste","1987",0
"6277","Togo","1987",0
"6278","Tokelau","1987",0
"6279","Tonga","1987",0
"6280","Transnistria","1987",0
"6281","Trinidad and Tobago","1987",0
"6282","Tunisia","1987",0.002911941207907
"6283","Turkey","1987",0.009933951394798
"6284","Turkmenistan","1987",0
"6285","Turks and Caicos Islands","1987",0
"6286","Tuvalu","1987",0
"6287","Uganda","1987",0
"6288","Ukraine","1987",0
"6289","United Arab Emirates","1987",0.903953237841694
"6290","United Kingdom","1987",0.510980279015672
"6291","United States","1987",0.500508305525148
"6292","Uruguay","1987",0
"6293","USSR","1987",0
"6294","Uzbekistan","1987",0
"6295","Wallis et Futuna","1987",0
"6296","Vanuatu","1987",0
"6297","Venezuela","1987",0
"6298","West Bank and Gaza","1987",0
"6299","West Germany","1987",0
"6300","Western Sahara","1987",0
"6301","Vietnam","1987",0
"6302","Virgin Islands (U.S.)","1987",0
"6303","North Yemen (former)","1987",0
"6304","South Yemen (former)","1987",0
"6305","Yemen","1987",0
"6306","Yugoslavia","1987",0
"6307","Zambia","1987",0
"6308","Zimbabwe","1987",0
"6309","Åland","1987",0
"6310","South Sudan","1987",0
"6311","Christian","1987",0
"6312","Coastline","1987",0
"6313","Curaçao","1987",0
"6314","Sint Maarten (Dutch part)","1987",0
"6315","St. Martin (French part)","1987",0
"6316","Antarctica","1987",0
"6317","Virgin Islands, British","1987",0
"6318","Hawaiian Trade Zone","1987",0
"6319","U.S. Pacific Islands","1987",0
"6320","Wake Island","1987",0
"6321","Bonaire","1987",0
"6322","Sark","1987",0
"6323","Chinese Taipei","1987",0
"6324","Saint Eustatius","1987",0
"6325","Saba","1987",0
"6326","Abkhazia","1988",0
"6327","Afghanistan","1988",0
"6328","Akrotiri and Dhekelia","1988",0
"6329","Albania","1988",0
"6330","Algeria","1988",0
"6331","American Samoa","1988",0
"6332","Andorra","1988",0
"6333","Angola","1988",0
"6334","Anguilla","1988",0
"6335","Antigua and Barbuda","1988",0
"6336","Argentina","1988",0
"6337","Armenia","1988",0
"6338","Aruba","1988",0
"6339","Australia","1988",0.190538786953269
"6340","Austria","1988",0.48525363588489
"6341","Azerbaijan","1988",0
"6342","Bahamas","1988",0
"6343","Bahrain","1988",0.624426635279456
"6344","Bangladesh","1988",0
"6345","Barbados","1988",0
"6346","Belarus","1988",0
"6347","Belgium","1988",0.193559718235904
"6348","Belize","1988",0
"6349","Benin","1988",0
"6350","Bermuda","1988",0
"6351","Bhutan","1988",0
"6352","Bolivia","1988",0
"6353","Bosnia and Herzegovina","1988",0
"6354","Botswana","1988",0
"6355","Brazil","1988",0
"6356","British Virgin Islands","1988",0
"6357","Brunei","1988",0
"6358","Bulgaria","1988",0
"6359","Burkina Faso","1988",0
"6360","Burundi","1988",0
"6361","Cambodia","1988",0
"6362","Cameroon","1988",0
"6363","Canada","1988",0.752069208197125
"6364","Cape Verde","1988",0
"6365","Cayman Islands","1988",0
"6366","Central African Republic","1988",0
"6367","Chad","1988",0
"6368","Channel Islands","1988",0
"6369","Chile","1988",0
"6370","China","1988",0.000290631906228
"6371","Christmas Island","1988",0
"6372","Cocos Island","1988",0
"6373","Colombia","1988",0
"6374","Comoros","1988",0
"6375","Congo, Dem. Rep.","1988",0
"6376","Congo, Rep.","1988",0
"6377","Cook Is","1988",0
"6378","Costa Rica","1988",0
"6379","Cote d'Ivoire","1988",0
"6380","Croatia","1988",0
"6381","Cuba","1988",0
"6382","Cyprus","1988",0.022809630551871
"6383","Czech Republic","1988",0
"6384","Czechoslovakia","1988",0
"6385","Denmark","1988",1.98119989113836
"6386","Djibouti","1988",0
"6387","Dominica","1988",0
"6388","Dominican Republic","1988",0
"6389","East Germany","1988",0
"6390","Ecuador","1988",0
"6391","Egypt","1988",0.00554986872108
"6392","El Salvador","1988",0
"6393","Equatorial Guinea","1988",0
"6394","Eritrea","1988",0
"6395","Eritrea and Ethiopia","1988",0
"6396","Estonia","1988",0
"6397","Ethiopia","1988",0
"6398","Faeroe Islands","1988",0
"6399","Falkland Is (Malvinas)","1988",0
"6400","Fiji","1988",0
"6401","Finland","1988",2.79016132892137
"6402","France","1988",0.17508379475661
"6403","French Guiana","1988",0
"6404","French Polynesia","1988",0
"6405","Gabon","1988",0
"6406","Gambia","1988",0
"6407","Georgia","1988",0
"6408","Germany","1988",0.126198289901557
"6409","Ghana","1988",0
"6410","Gibraltar","1988",0
"6411","Greece","1988",0
"6412","Greenland","1988",0
"6413","Grenada","1988",0
"6414","Guadeloupe","1988",0
"6415","Guam","1988",0
"6416","Guatemala","1988",0
"6417","Guernsey","1988",0
"6418","Guinea","1988",0
"6419","Guinea-Bissau","1988",0
"6420","Guyana","1988",0
"6421","Haiti","1988",0
"6422","Holy See","1988",0
"6423","Honduras","1988",0
"6424","Hong Kong, China","1988",0.908498214184478
"6425","Hungary","1988",0
"6426","Iceland","1988",2.61255340124877
"6427","India","1988",0
"6428","Indonesia","1988",0.005060480835564
"6429","Iran","1988",0
"6430","Iraq","1988",0
"6431","Ireland","1988",0.178309574290137
"6432","Isle of Man","1988",0
"6433","Israel","1988",0
"6434","Italy","1988",0.059145054879304
"6435","Jamaica","1988",0
"6436","Japan","1988",0.200015354757356
"6437","Jersey","1988",0
"6438","Jordan","1988",0
"6439","Kazakhstan","1988",0
"6440","Kenya","1988",0
"6441","Kiribati","1988",0
"6442","North Korea","1988",0
"6443","South Korea","1988",0.048356048773156
"6444","United Korea (former)
","1988",0
"6445","Kosovo","1988",0
"6446","Kuwait","1988",0.862848504510972
"6447","Kyrgyz Republic","1988",0
"6448","Lao","1988",0
"6449","Latvia","1988",0
"6450","Lebanon","1988",0
"6451","Lesotho","1988",0
"6452","Liberia","1988",0
"6453","Libya","1988",0
"6454","Liechtenstein","1988",0
"6455","Lithuania","1988",0
"6456","Luxembourg","1988",0.145023318786406
"6457","Macao, China","1988",0
"6458","Macedonia, FYR","1988",0
"6459","Madagascar","1988",0
"6460","Malawi","1988",0
"6461","Malaysia","1988",0.158731939823258
"6462","Maldives","1988",0
"6463","Mali","1988",0
"6464","Malta","1988",0
"6465","Marshall Islands","1988",0
"6466","Martinique","1988",0
"6467","Mauritania","1988",0
"6468","Mauritius","1988",0
"6469","Mayotte","1988",0
"6470","Mexico","1988",0.001851621130715
"6471","Micronesia, Fed. Sts.","1988",0
"6472","Moldova","1988",0
"6473","Monaco","1988",0
"6474","Mongolia","1988",0
"6475","Montenegro","1988",0
"6476","Montserrat","1988",0
"6477","Morocco","1988",0.000440666574924
"6478","Mozambique","1988",0
"6479","Myanmar","1988",0
"6480","Namibia","1988",0
"6481","Nauru","1988",0
"6482","Nepal","1988",0
"6483","Netherlands","1988",0.224460768712835
"6484","Netherlands Antilles","1988",0
"6485","New Caledonia","1988",0
"6486","New Zealand","1988",0.300048187738951
"6487","Ngorno-Karabakh","1988",0
"6488","Nicaragua","1988",0
"6489","Niger","1988",0
"6490","Nigeria","1988",0
"6491","Niue","1988",0
"6492","Norfolk Island","1988",0
"6493","Northern Cyprus","1988",0
"6494","Northern Mariana Islands","1988",0
"6495","Norway","1988",3.62163802180936
"6496","Oman","1988",0.098835006192351
"6497","Pakistan","1988",0
"6498","Palau","1988",0
"6499","Panama","1988",0
"6500","Papua New Guinea","1988",0
"6501","Paraguay","1988",0
"6502","Peru","1988",0
"6503","Philippines","1988",0
"6504","Pitcairn","1988",0
"6505","Poland","1988",0
"6506","Portugal","1988",0
"6507","Puerto Rico","1988",0.25088827426068
"6508","Qatar","1988",0
"6509","Reunion","1988",0
"6510","Romania","1988",0
"6511","Russia","1988",0
"6512","Rwanda","1988",0
"6513","St. Barthélemy","1988",0
"6514","St. Helena","1988",0
"6515","St. Kitts and Nevis","1988",0
"6516","St. Lucia","1988",0
"6517","St. Martin","1988",0
"6518","St. Vincent and the Grenadines","1988",0
"6519","St.-Pierre-et-Miquelon","1988",0
"6520","Samoa","1988",0
"6521","San Marino","1988",0
"6522","Sao Tome and Principe","1988",0
"6523","Saudi Arabia","1988",0
"6524","Senegal","1988",0
"6525","Serbia","1988",0
"6526","Serbia and Montenegro","1988",0
"6527","Serbia excluding Kosovo","1988",0
"6528","Seychelles","1988",0
"6529","Sierra Leone","1988",0
"6530","Singapore","1988",0.375876159099036
"6531","Slovak Republic","1988",0
"6532","Slovenia","1988",0
"6533","Solomon Islands","1988",0
"6534","Somalia","1988",0
"6535","Somaliland","1988",0
"6536","South Africa","1988",0
"6537","South Ossetia","1988",0
"6538","Spain","1988",0.030011435471891
"6539","Sri Lanka","1988",0
"6540","Sudan","1988",0
"6541","Suriname","1988",0
"6542","Svalbard","1988",0
"6543","Swaziland","1988",0
"6544","Sweden","1988",2.87350851013787
"6545","Switzerland","1988",0.468234886268747
"6546","Syria","1988",0
"6547","Taiwan","1988",0
"6548","Tajikistan","1988",0
"6549","Tanzania","1988",0
"6550","Thailand","1988",0.031719041281999
"6551","Timor-Leste","1988",0
"6552","Togo","1988",0
"6553","Tokelau","1988",0
"6554","Tonga","1988",0
"6555","Transnistria","1988",0
"6556","Trinidad and Tobago","1988",0
"6557","Tunisia","1988",0.005093962003617
"6558","Turkey","1988",0.018833746546549
"6559","Turkmenistan","1988",0
"6560","Turks and Caicos Islands","1988",0
"6561","Tuvalu","1988",0
"6562","Uganda","1988",0
"6563","Ukraine","1988",0
"6564","United Arab Emirates","1988",0.857901625873464
"6565","United Kingdom","1988",0.984146783665082
"6566","United States","1988",0.833170086523768
"6567","Uruguay","1988",0
"6568","USSR","1988",0
"6569","Uzbekistan","1988",0
"6570","Wallis et Futuna","1988",0
"6571","Vanuatu","1988",0
"6572","Venezuela","1988",0.009619582905574
"6573","West Bank and Gaza","1988",0
"6574","West Germany","1988",0
"6575","Western Sahara","1988",0
"6576","Vietnam","1988",0
"6577","Virgin Islands (U.S.)","1988",0
"6578","North Yemen (former)","1988",0
"6579","South Yemen (former)","1988",0
"6580","Yemen","1988",0
"6581","Yugoslavia","1988",0
"6582","Zambia","1988",0
"6583","Zimbabwe","1988",0
"6584","Åland","1988",0
"6585","South Sudan","1988",0
"6586","Christian","1988",0
"6587","Coastline","1988",0
"6588","Curaçao","1988",0
"6589","Sint Maarten (Dutch part)","1988",0
"6590","St. Martin (French part)","1988",0
"6591","Antarctica","1988",0
"6592","Virgin Islands, British","1988",0
"6593","Hawaiian Trade Zone","1988",0
"6594","U.S. Pacific Islands","1988",0
"6595","Wake Island","1988",0
"6596","Bonaire","1988",0
"6597","Sark","1988",0
"6598","Chinese Taipei","1988",0
"6599","Saint Eustatius","1988",0
"6600","Saba","1988",0
"6601","Abkhazia","1989",0
"6602","Afghanistan","1989",0
"6603","Akrotiri and Dhekelia","1989",0
"6604","Albania","1989",0
"6605","Algeria","1989",0
"6606","American Samoa","1989",0
"6607","Andorra","1989",0
"6608","Angola","1989",0
"6609","Anguilla","1989",0
"6610","Antigua and Barbuda","1989",0
"6611","Argentina","1989",0.00714570366276
"6612","Armenia","1989",0
"6613","Aruba","1989",0
"6614","Australia","1989",0.560880139601476
"6615","Austria","1989",0.664497659106845
"6616","Azerbaijan","1989",0
"6617","Bahamas","1989",0
"6618","Bahrain","1989",0.889339846651116
"6619","Bangladesh","1989",0
"6620","Barbados","1989",0
"6621","Belarus","1989",0
"6622","Belgium","1989",0.310325636822151
"6623","Belize","1989",0
"6624","Benin","1989",0
"6625","Bermuda","1989",1.25387101117544
"6626","Bhutan","1989",0
"6627","Bolivia","1989",0
"6628","Bosnia and Herzegovina","1989",0
"6629","Botswana","1989",0
"6630","Brazil","1989",0
"6631","British Virgin Islands","1989",0
"6632","Brunei","1989",0
"6633","Bulgaria","1989",0
"6634","Burkina Faso","1989",0
"6635","Burundi","1989",0
"6636","Cambodia","1989",0
"6637","Cameroon","1989",0
"6638","Canada","1989",1.26298659458452
"6639","Cape Verde","1989",0
"6640","Cayman Islands","1989",0
"6641","Central African Republic","1989",0
"6642","Chad","1989",0
"6643","Channel Islands","1989",0
"6644","Chile","1989",0.037712000721205
"6645","China","1989",0.0008690083461
"6646","Christmas Island","1989",0
"6647","Cocos Island","1989",0
"6648","Colombia","1989",0
"6649","Comoros","1989",0
"6650","Congo, Dem. Rep.","1989",0
"6651","Congo, Rep.","1989",0
"6652","Cook Is","1989",0
"6653","Costa Rica","1989",0
"6654","Cote d'Ivoire","1989",0
"6655","Croatia","1989",0
"6656","Cuba","1989",0
"6657","Cyprus","1989",0.179470110504593
"6658","Czech Republic","1989",0
"6659","Czechoslovakia","1989",0
"6660","Denmark","1989",2.41303967718538
"6661","Djibouti","1989",0
"6662","Dominica","1989",0
"6663","Dominican Republic","1989",0
"6664","East Germany","1989",0
"6665","Ecuador","1989",0
"6666","Egypt","1989",0.006501144778123
"6667","El Salvador","1989",0
"6668","Equatorial Guinea","1989",0
"6669","Eritrea","1989",0
"6670","Eritrea and Ethiopia","1989",0
"6671","Estonia","1989",0
"6672","Ethiopia","1989",0
"6673","Faeroe Islands","1989",0
"6674","Falkland Is (Malvinas)","1989",0
"6675","Fiji","1989",0
"6676","Finland","1989",3.82546486410643
"6677","France","1989",0.31606790548868
"6678","French Guiana","1989",0
"6679","French Polynesia","1989",0
"6680","Gabon","1989",0
"6681","Gambia","1989",0
"6682","Georgia","1989",0
"6683","Germany","1989",0.208067710087297
"6684","Ghana","1989",0
"6685","Gibraltar","1989",0
"6686","Greece","1989",0
"6687","Greenland","1989",0
"6688","Grenada","1989",0
"6689","Guadeloupe","1989",0
"6690","Guam","1989",0
"6691","Guatemala","1989",0
"6692","Guernsey","1989",0
"6693","Guinea","1989",0
"6694","Guinea-Bissau","1989",0
"6695","Guyana","1989",0
"6696","Haiti","1989",0
"6697","Holy See","1989",0
"6698","Honduras","1989",0
"6699","Hong Kong, China","1989",1.55877669767513
"6700","Hungary","1989",0
"6701","Iceland","1989",3.12991962058696
"6702","India","1989",0
"6703","Indonesia","1989",0.007134741350918
"6704","Iran","1989",0
"6705","Iraq","1989",0
"6706","Ireland","1989",0.384653735155182
"6707","Isle of Man","1989",0
"6708","Israel","1989",0
"6709","Italy","1989",0.116269673279226
"6710","Jamaica","1989",0
"6711","Japan","1989",0.401827341843983
"6712","Jersey","1989",0
"6713","Jordan","1989",0
"6714","Kazakhstan","1989",0
