"","country","year","cellphones"
"11520","Wallis et Futuna","2006",0
"11521","Vanuatu","2006",6.92009595866396
"11522","Venezuela","2006",69.2604196121151
"11523","West Bank and Gaza","2006",22.591266048307
"11524","West Germany","2006",0
"11525","Western Sahara","2006",0
"11526","Vietnam","2006",22.4708292229444
"11527","Virgin Islands (U.S.)","2006",0
"11528","North Yemen (former)","2006",0
"11529","South Yemen (former)","2006",0
"11530","Yemen","2006",13.9880270968669
"11531","Yugoslavia","2006",0
"11532","Zambia","2006",14.1558564795804
"11533","Zimbabwe","2006",6.77709003160901
"11534","Åland","2006",0
"11535","South Sudan","2006",0
"11536","Christian","2006",0
"11537","Coastline","2006",0
"11538","Curaçao","2006",0
"11539","Sint Maarten (Dutch part)","2006",0
"11540","St. Martin (French part)","2006",0
"11541","Antarctica","2006",0
"11542","Virgin Islands, British","2006",0
"11543","Hawaiian Trade Zone","2006",0
"11544","U.S. Pacific Islands","2006",0
"11545","Wake Island","2006",0
"11546","Bonaire","2006",0
"11547","Sark","2006",0
"11548","Chinese Taipei","2006",0
"11549","Saint Eustatius","2006",0
"11550","Saba","2006",0
"11551","Abkhazia","2007",0
"11552","Afghanistan","2007",16.01633660185
"11553","Akrotiri and Dhekelia","2007",0
"11554","Albania","2007",73.270708418713
"11555","Algeria","2007",81.2901232665435
"11556","American Samoa","2007",0
"11557","Andorra","2007",78.0230986607691
"11558","Angola","2007",28.3105968622512
"11559","Anguilla","2007",0
"11560","Antigua and Barbuda","2007",130.774422528655
"11561","Argentina","2007",102.625744937534
"11562","Armenia","2007",61.0377528193688
"11563","Aruba","2007",108.981530343008
"11564","Australia","2007",100.662935982729
"11565","Austria","2007",119.281093140459
"11566","Azerbaijan","2007",51.2299495794814
"11567","Bahamas","2007",113.725555781926
"11568","Bahrain","2007",120.550849975101
"11569","Bangladesh","2007",23.8752172917425
"11570","Barbados","2007",94.8376028098285
"11571","Belarus","2007",71.5443758102709
"11572","Belgium","2007",101.891712476935
"11573","Belize","2007",40.3631227739796
"11574","Benin","2007",25.2913101675634
"11575","Bermuda","2007",106.973427180553
"11576","Bhutan","2007",21.7024576629329
"11577","Bolivia","2007",34.3890847114972
"11578","Bosnia and Herzegovina","2007",64.8426290951603
"11579","Botswana","2007",59.7528974755388
"11580","Brazil","2007",63.741482197369
"11581","British Virgin Islands","2007",0
"11582","Brunei","2007",96.9868587306927
"11583","Bulgaria","2007",129.543329743152
"11584","Burkina Faso","2007",12.3366465205426
"11585","Burundi","2007",3.50295370353673
"11586","Cambodia","2007",18.8979153183534
"11587","Cameroon","2007",24.7193164128087
"11588","Canada","2007",61.4889002246209
"11589","Cape Verde","2007",31.5123710465133
"11590","Cayman Islands","2007",185.623365460232
"11591","Central African Republic","2007",4.80660619956068
"11592","Chad","2007",8.85432178420818
"11593","Channel Islands","2007",0
"11594","Chile","2007",83.8994101815556
"11595","China","2007",41.4160788357655
"11596","Christmas Island","2007",0
"11597","Cocos Island","2007",0
"11598","Colombia","2007",76.5261268027718
"11599","Comoros","2007",9.15175611035629
"11600","Congo, Dem. Rep.","2007",10.8470694030615
"11601","Congo, Rep.","2007",34.515275241703
"11602","Cook Is","2007",0
"11603","Costa Rica","2007",33.8727101060772
"11604","Cote d'Ivoire","2007",40.0483000955555
"11605","Croatia","2007",113.750286658706
"11606","Cuba","2007",1.7593176560854
"11607","Cyprus","2007",92.9714861428731
"11608","Czech Republic","2007",128.264885187169
"11609","Czechoslovakia","2007",0
"11610","Denmark","2007",115.338271352116
"11611","Djibouti","2007",8.28384674305768
"11612","Dominica","2007",130.05231317766
"11613","Dominican Republic","2007",57.8355602639291
"11614","East Germany","2007",0
"11615","Ecuador","2007",71.7702327721981
"11616","Egypt","2007",39.1123708779956
"11617","El Salvador","2007",100.598488608506
"11618","Equatorial Guinea","2007",23.2942404214083
"11619","Eritrea","2007",1.75777696688653
"11620","Eritrea and Ethiopia","2007",0
"11621","Estonia","2007",125.242595539563
"11622","Ethiopia","2007",1.55496953129628
"11623","Faeroe Islands","2007",107.405501111752
"11624","Falkland Is (Malvinas)","2007",0
"11625","Fiji","2007",63.4585108713741
"11626","Finland","2007",114.924474017334
"11627","France","2007",89.6565911614354
"11628","French Guiana","2007",0
"11629","French Polynesia","2007",66.9027530658708
"11630","Gabon","2007",82.1136286848403
"11631","Gambia","2007",50.294874123154
"11632","Georgia","2007",58.8709217211403
"11633","Germany","2007",116.622932073648
"11634","Ghana","2007",33.4797379211702
"11635","Gibraltar","2007",0
"11636","Greece","2007",109.232597088217
"11637","Greenland","2007",115.848977597878
"11638","Grenada","2007",49.7068725330857
"11639","Guadeloupe","2007",0
"11640","Guam","2007",0
"11641","Guatemala","2007",89.0613348073134
"11642","Guernsey","2007",0
"11643","Guinea","2007",21.3364763385412
"11644","Guinea-Bissau","2007",20.7993871608513
"11645","Guyana","2007",71.8300207447858
"11646","Haiti","2007",26.0187566094146
"11647","Holy See","2007",0
"11648","Honduras","2007",58.4570443812031
"11649","Hong Kong, China","2007",156.437744260692
"11650","Hungary","2007",109.831724382957
"11651","Iceland","2007",106.665227445939
"11652","India","2007",19.8999698313834
"11653","Indonesia","2007",40.1730102293906
"11654","Iran","2007",41.6739587928679
"11655","Iraq","2007",48.4148850466778
"11656","Ireland","2007",115.83360869936
"11657","Isle of Man","2007",0
"11658","Israel","2007",128.638235237166
"11659","Italy","2007",150.938117859272
"11660","Jamaica","2007",99.0878325252986
"11661","Japan","2007",84.8425780856582
"11662","Jersey","2007",0
"11663","Jordan","2007",84.1938948481705
"11664","Kazakhstan","2007",79.6239464314411
"11665","Kenya","2007",30.277010853817
"11666","Kiribati","2007",0.789116505160822
"11667","North Korea","2007",0
"11668","South Korea","2007",93.4100269982585
"11669","United Korea (former)
","2007",0
"11670","Kosovo","2007",0
"11671","Kuwait","2007",113.312672755899
"11672","Kyrgyz Republic","2007",42.1918492189368
"11673","Lao","2007",24.9251903223278
"11674","Latvia","2007",97.1650436759021
"11675","Lebanon","2007",30.4725273236995
"11676","Lesotho","2007",21.6511057257679
"11677","Liberia","2007",16.1912022816079
"11678","Libya","2007",74.7129404307085
"11679","Liechtenstein","2007",90.7758180683945
"11680","Lithuania","2007",145.368881070765
"11681","Luxembourg","2007",143.888975308694
"11682","Macao, China","2007",157.071161478241
"11683","Macedonia, FYR","2007",87.6221359993203
"11684","Madagascar","2007",11.6837002989032
"11685","Malawi","2007",7.73287776270394
"11686","Malaysia","2007",86.3068923300909
"11687","Maldives","2007",103.294469573926
"11688","Mali","2007",18.0509922910171
"11689","Malta","2007",89.3172211881495
"11690","Marshall Islands","2007",2.85785051536571
"11691","Martinique","2007",0
"11692","Mauritania","2007",44.01218051516
"11693","Mauritius","2007",72.795986359895
"11694","Mayotte","2007",0
"11695","Mexico","2007",60.9403068297835
"11696","Micronesia, Fed. Sts.","2007",24.9209751843912
"11697","Moldova","2007",51.2817509818768
"11698","Monaco","2007",57.7985550361241
"11699","Mongolia","2007",45.5164375507952
"11700","Montenegro","2007",111.949449170491
"11701","Montserrat","2007",0
"11702","Morocco","2007",64.5873124737937
"11703","Mozambique","2007",14.1201089745759
"11704","Myanmar","2007",0.527841074353034
"11705","Namibia","2007",37.0669722424993
"11706","Nauru","2007",0
"11707","Nepal","2007",11.5208065965556
"11708","Netherlands","2007",117.280505596047
"11709","Netherlands Antilles","2007",0
"11710","New Caledonia","2007",73.8094640181479
"11711","New Zealand","2007",100.442910165032
"11712","Ngorno-Karabakh","2007",0
"11713","Nicaragua","2007",44.9754963195051
"11714","Niger","2007",6.45361977079324
"11715","Nigeria","2007",27.489081310833
"11716","Niue","2007",0
"11717","Norfolk Island","2007",0
"11718","Northern Cyprus","2007",0
"11719","Northern Mariana Islands","2007",0
"11720","Norway","2007",106.684306025223
"11721","Oman","2007",97.6109905290008
"11722","Pakistan","2007",38.2234085490499
"11723","Palau","2007",53.141465354409
"11724","Panama","2007",89.8516506982329
"11725","Papua New Guinea","2007",4.69020639565924
"11726","Paraguay","2007",76.714082259476
"11727","Peru","2007",54.7369321351734
"11728","Philippines","2007",64.6848427995329
"11729","Pitcairn","2007",0
"11730","Poland","2007",108.376621985756
"11731","Portugal","2007",127.049097495521
"11732","Puerto Rico","2007",64.5750628617806
"11733","Qatar","2007",107.300507896845
"11734","Reunion","2007",0
"11735","Romania","2007",94.2485906370678
"11736","Russia","2007",119.474202131633
"11737","Rwanda","2007",6.54070307792643
"11738","St. Barthélemy","2007",0
"11739","St. Helena","2007",0
"11740","St. Kitts and Nevis","2007",127.836686155981
"11741","St. Lucia","2007",87.0889195641999
"11742","St. Martin","2007",0
"11743","St. Vincent and the Grenadines","2007",101.312121767834
"11744","St.-Pierre-et-Miquelon","2007",0
"11745","Samoa","2007",47.4412087578678
"11746","San Marino","2007",56.4388686425646
"11747","Sao Tome and Principe","2007",19.1273568419113
"11748","Saudi Arabia","2007",111.354313113272
"11749","Senegal","2007",31.6419282452004
"11750","Serbia","2007",104.384030950256
"11751","Serbia and Montenegro","2007",0
"11752","Serbia excluding Kosovo","2007",0
"11753","Seychelles","2007",90.9420417769932
"11754","Sierra Leone","2007",14.1650066288945
"11755","Singapore","2007",129.209094037943
"11756","Slovak Republic","2007",111.730658257616
"11757","Slovenia","2007",95.8290949116578
"11758","Solomon Islands","2007",2.19541179077121
"11759","Somalia","2007",6.87010340536141
"11760","Somaliland","2007",0
"11761","South Africa","2007",86.6049708960208
"11762","South Ossetia","2007",0
"11763","Spain","2007",108.559889539109
"11764","Sri Lanka","2007",39.3813292434113
"11765","Sudan","2007",20.3550955964208
"11766","Suriname","2007",74.4899399375853
"11767","Svalbard","2007",0
"11768","Swaziland","2007",33.5390690437041
"11769","Sweden","2007",110.429418120033
"11770","Switzerland","2007",109.137282122864
"11771","Syria","2007",32.2684394942369
"11772","Taiwan","2007",0
"11773","Tajikistan","2007",32.2930410606463
"11774","Tanzania","2007",20.093412942403
"11775","Thailand","2007",78.1368245957299
"11776","Timor-Leste","2007",7.37341742319259
"11777","Togo","2007",21.0571165390104
"11778","Tokelau","2007",0
"11779","Tonga","2007",45.499442564594
"11780","Transnistria","2007",0
"11781","Trinidad and Tobago","2007",113.889408541479
"11782","Tunisia","2007",77.4169210832222
"11783","Turkey","2007",88.5460329222079
"11784","Turkmenistan","2007",7.85516222689229
"11785","Turks and Caicos Islands","2007",0
"11786","Tuvalu","2007",18.4388444990781
"11787","Uganda","2007",13.8275956459309
"11788","Ukraine","2007",119.355713707213
"11789","United Arab Emirates","2007",143.029310109756
"11790","United Kingdom","2007",121.249486892437
"11791","United States","2007",82.471958442443
"11792","Uruguay","2007",90.0703876567668
"11793","USSR","2007",0
"11794","Uzbekistan","2007",21.4740939546367
"11795","Wallis et Futuna","2007",0
"11796","Vanuatu","2007",11.6918566218629
"11797","Venezuela","2007",86.3253882890298
"11798","West Bank and Gaza","2007",27.398337937359
"11799","West Germany","2007",0
"11800","Western Sahara","2007",0
"11801","Vietnam","2007",52.964827893255
"11802","Virgin Islands (U.S.)","2007",0
"11803","North Yemen (former)","2007",0
"11804","South Yemen (former)","2007",0
"11805","Yemen","2007",19.815929200314
"11806","Yugoslavia","2007",0
"11807","Zambia","2007",21.8908497647192
"11808","Zimbabwe","2007",9.81996587680155
"11809","Åland","2007",0
"11810","South Sudan","2007",0
"11811","Christian","2007",0
"11812","Coastline","2007",0
"11813","Curaçao","2007",0
"11814","Sint Maarten (Dutch part)","2007",0
"11815","St. Martin (French part)","2007",0
"11816","Antarctica","2007",0
"11817","Virgin Islands, British","2007",0
"11818","Hawaiian Trade Zone","2007",0
"11819","U.S. Pacific Islands","2007",0
"11820","Wake Island","2007",0
"11821","Bonaire","2007",0
"11822","Sark","2007",0
"11823","Chinese Taipei","2007",0
"11824","Saint Eustatius","2007",0
"11825","Saba","2007",0
"11826","Abkhazia","2008",0
"11827","Afghanistan","2008",26.4708799874424
"11828","Akrotiri and Dhekelia","2008",0
"11829","Albania","2008",58.4533146916276
"11830","Algeria","2008",78.5158882756805
"11831","American Samoa","2008",0
"11832","Andorra","2008",77.7480412221321
"11833","Angola","2008",37.5505572580143
"11834","Anguilla","2008",0
"11835","Antigua and Barbuda","2008",157.217343262624
"11836","Argentina","2008",117.108387513233
"11837","Armenia","2008",46.8320641800638
"11838","Aruba","2008",114.479843829957
"11839","Australia","2008",102.817645051085
"11840","Austria","2008",129.660171910016
"11841","Azerbaijan","2008",73.214365579856
"11842","Bahamas","2008",107.309514747004
"11843","Bahrain","2008",136.909742777892
"11844","Bangladesh","2008",30.6849887577735
"11845","Barbados","2008",106.05555147329
"11846","Belarus","2008",83.9609573284549
"11847","Belgium","2008",106.975338154926
"11848","Belize","2008",53.4800175112035
"11849","Benin","2008",43.3864848886666
"11850","Bermuda","2008",122.183212954514
"11851","Bhutan","2008",36.1337852153592
"11852","Bolivia","2008",52.3846526046877
"11853","Bosnia and Herzegovina","2008",84.2315278297393
"11854","Botswana","2008",76.0064599232053
"11855","Brazil","2008",78.6461612319938
"11856","British Virgin Islands","2008",0
"11857","Brunei","2008",103.681357958902
"11858","Bulgaria","2008",137.38070918346
"11859","Burkina Faso","2008",19.4914580215166
"11860","Burundi","2008",6.05011591405931
"11861","Cambodia","2008",30.6526016296159
"11862","Cameroon","2008",32.84272035204
"11863","Canada","2008",66.288197589327
"11864","Cape Verde","2008",56.973024656781
"11865","Cayman Islands","2008",177.797269192513
"11866","Central African Republic","2008",5.89906325235178
"11867","Chad","2008",15.0181691687875
"11868","Channel Islands","2008",0
"11869","Chile","2008",88.0980683444758
"11870","China","2008",48.2765050182465
"11871","Christmas Island","2008",0
"11872","Cocos Island","2008",0
"11873","Colombia","2008",91.9098639370381
"11874","Comoros","2008",13.1616248274833
"11875","Congo, Dem. Rep.","2008",15.9065830292392
"11876","Congo, Rep.","2008",47.1021982155383
"11877","Cook Is","2008",0
"11878","Costa Rica","2008",41.7186702531819
"11879","Cote d'Ivoire","2008",55.0325598974077
"11880","Croatia","2008",103.086873105502
"11881","Cuba","2008",2.94434008274677
"11882","Cyprus","2008",94.4046477208471
"11883","Czech Republic","2008",132.790674390276
"11884","Czechoslovakia","2008",0
"11885","Denmark","2008",119.276257196244
"11886","Djibouti","2008",13.1887858855869
"11887","Dominica","2008",133.511348464619
"11888","Dominican Republic","2008",74.604467608103
"11889","East Germany","2008",0
"11890","Ecuador","2008",83.1236759020939
"11891","Egypt","2008",52.7131301340247
"11892","El Salvador","2008",113.39518483014
"11893","Equatorial Guinea","2008",27.1769080831674
"11894","Eritrea","2008",2.19566526347235
"11895","Eritrea and Ethiopia","2008",0
"11896","Estonia","2008",121.0349850426
"11897","Ethiopia","2008",2.46018262950278
"11898","Faeroe Islands","2008",112.887626808239
"11899","Falkland Is (Malvinas)","2008",0
"11900","Fiji","2008",71.1194557939243
"11901","Finland","2008",128.471988404039
"11902","France","2008",93.3550427448122
"11903","French Guiana","2008",0
"11904","French Polynesia","2008",70.7436654431638
"11905","Gabon","2008",89.6360088532796
"11906","Gambia","2008",71.2750449695527
"11907","Georgia","2008",62.7008583032659
"11908","Germany","2008",127.945096415627
"11909","Ghana","2008",49.7349658977821
"11910","Gibraltar","2008",0
"11911","Greece","2008",122.20665833201
"11912","Greenland","2008",97.3812306994434
"11913","Grenada","2008",57.8675896377853
"11914","Guadeloupe","2008",0
"11915","Guam","2008",0
"11916","Guatemala","2008",109.187116705571
"11917","Guernsey","2008",0
"11918","Guinea","2008",28.7683686033532
"11919","Guinea-Bissau","2008",34.4043743211555
"11920","Guyana","2008",59.5771829404267
"11921","Haiti","2008",32.8665867186945
"11922","Holy See","2008",0
"11923","Honduras","2008",85.0462880928835
"11924","Hong Kong, China","2008",167.189340791595
"11925","Hungary","2008",121.974676223617
"11926","Iceland","2008",108.451520282232
"11927","India","2008",29.1292787005892
"11928","Indonesia","2008",59.8329655363174
"11929","Iran","2008",59.4832227639361
"11930","Iraq","2008",58.7804569215606
"11931","Ireland","2008",115.972488011347
"11932","Isle of Man","2008",0
"11933","Israel","2008",126.643960428204
"11934","Italy","2008",150.841157220379
"11935","Jamaica","2008",100.111789880608
"11936","Japan","2008",87.2379865318673
"11937","Jersey","2008",0
"11938","Jordan","2008",90.8464285567739
"11939","Kazakhstan","2008",95.2426982605621
"11940","Kenya","2008",42.396036366059
"11941","Kiribati","2008",1.03592591057888
"11942","North Korea","2008",0
"11943","South Korea","2008",95.5441212063087
"11944","United Korea (former)
","2008",0
"11945","Kosovo","2008",0
"11946","Kuwait","2008",114.073767703115
"11947","Kyrgyz Republic","2008",65.2180663568599
"11948","Lao","2008",33.5790877484079
"11949","Latvia","2008",101.206940125872
"11950","Lebanon","2008",34.2459589408471
"11951","Lesotho","2008",27.8843966283917
"11952","Liberia","2008",23.3602936754809
"11953","Libya","2008",119.993023959204
"11954","Liechtenstein","2008",95.7180259564765
"11955","Lithuania","2008",149.492216647484
"11956","Luxembourg","2008",145.239851185646
"11957","Macao, China","2008",179.877059693749
"11958","Macedonia, FYR","2008",95.8590983588986
"11959","Madagascar","2008",24.7373848387125
"11960","Malawi","2008",10.765239809204
"11961","Malaysia","2008",100.767187617719
"11962","Maldives","2008",141.606529879856
"11963","Mali","2008",23.7798781326958
"11964","Malta","2008",93.1609436979703
"11965","Marshall Islands","2008",3.7821482602118
"11966","Martinique","2008",0
"11967","Mauritania","2008",63.4849999423413
"11968","Mauritius","2008",80.4845429641648
"11969","Mayotte","2008",0
"11970","Mexico","2008",68.0696045721431
"11971","Micronesia, Fed. Sts.","2008",24.9168682667826
"11972","Moldova","2008",66.667858761027
"11973","Monaco","2008",62.2594521168214
"11974","Mongolia","2008",66.099163478257
"11975","Montenegro","2008",184.052703100042
"11976","Montserrat","2008",0
"11977","Morocco","2008",72.8436640535163
"11978","Mozambique","2008",19.7242901727944
"11979","Myanmar","2008",0.77753555717036
"11980","Namibia","2008",47.8090111805826
"11981","Nauru","2008",0
"11982","Nepal","2008",14.5301781074637
"11983","Netherlands","2008",124.987404006105
"11984","Netherlands Antilles","2008",0
"11985","New Caledonia","2008",80.8831218018122
"11986","New Zealand","2008",107.999211746013
"11987","Ngorno-Karabakh","2008",0
"11988","Nicaragua","2008",55.1496679044577
"11989","Niger","2008",13.1323673407217
"11990","Nigeria","2008",41.806781143927
"11991","Niue","2008",0
"11992","Norfolk Island","2008",0
"11993","Northern Cyprus","2008",0
"11994","Northern Mariana Islands","2008",0
"11995","Norway","2008",109.044814990043
"11996","Oman","2008",122.085482428081
"11997","Pakistan","2008",52.5672211133225
"11998","Palau","2008",57.6774767648804
"11999","Panama","2008",114.935004889201
"12000","Papua New Guinea","2008",13.3450028308507
"12001","Paraguay","2008",92.9459722431328
"12002","Peru","2008",73.609897756897
"12003","Philippines","2008",75.5404189711085
"12004","Pitcairn","2008",0
"12005","Poland","2008",114.934936418949
"12006","Portugal","2008",132.108129567868
"12007","Puerto Rico","2008",67.6669288831202
"12008","Qatar","2008",102.394309700156
"12009","Reunion","2008",0
"12010","Romania","2008",113.341902913744
"12011","Russia","2008",139.367155363358
"12012","Rwanda","2008",13.2209599831749
"12013","St. Barthélemy","2008",0
"12014","St. Helena","2008",0
"12015","St. Kitts and Nevis","2008",145.786857657235
"12016","St. Lucia","2008",102.591077456864
"12017","St. Martin","2008",0
"12018","St. Vincent and the Grenadines","2008",119.161369506677
"12019","St.-Pierre-et-Miquelon","2008",0
"12020","Samoa","2008",68.2034442739358
"12021","San Marino","2008",78.2165523430989
"12022","Sao Tome and Principe","2008",31.5610689888147
"12023","Saudi Arabia","2008",137.579763300896
"12024","Senegal","2008",45.7205121215754
"12025","Serbia","2008",118.667801680931
"12026","Serbia and Montenegro","2008",0
"12027","Serbia excluding Kosovo","2008",0
"12028","Seychelles","2008",109.24177262528
"12029","Sierra Leone","2008",17.975353025563
"12030","Singapore","2008",134.419732887195
"12031","Slovak Republic","2008",101.447061219149
"12032","Slovenia","2008",101.819815159461
"12033","Solomon Islands","2008",5.87980502566535
"12034","Somalia","2008",7.02736750554232
"12035","Somaliland","2008",0
"12036","South Africa","2008",91.2420543631109
"12037","South Ossetia","2008",0
"12038","Spain","2008",109.916837404331
"12039","Sri Lanka","2008",54.1299345568451
"12040","Sudan","2008",28.9543046698055
"12041","Suriname","2008",127.577048378266
"12042","Svalbard","2008",0
"12043","Swaziland","2008",46.2160014743416
"12044","Sweden","2008",108.413324337503
"12045","Switzerland","2008",117.476117109746
"12046","Syria","2008",35.8285021030748
"12047","Taiwan","2008",0
"12048","Tajikistan","2008",54.8989929784667
"12049","Tanzania","2008",30.7724412610708
"12050","Thailand","2008",90.5800379451673
"12051","Timor-Leste","2008",11.5769498281545
"12052","Togo","2008",26.8233637196272
"12053","Tokelau","2008",0
"12054","Tonga","2008",49.0447964240599
"12055","Transnistria","2008",0
"12056","Trinidad and Tobago","2008",135.692390912369
"12057","Tunisia","2008",83.9454589368445
"12058","Turkey","2008",92.8097126307373
"12059","Turkmenistan","2008",23.0796788221201
"12060","Turks and Caicos Islands","2008",0
"12061","Tuvalu","2008",0
"12062","Uganda","2008",27.2974791597744
"12063","Ukraine","2008",121.068837289883
"12064","United Arab Emirates","2008",150.770153109026
"12065","United Kingdom","2008",125.24081072992
"12066","United States","2008",85.675203095151
"12067","Uruguay","2008",104.837136767936
"12068","USSR","2008",0
"12069","Uzbekistan","2008",46.1557735361074
"12070","Wallis et Futuna","2008",0
"12071","Vanuatu","2008",15.7866348595209
"12072","Venezuela","2008",97.7078914949077
"12073","West Bank and Gaza","2008",34.3496720018523
"12074","West Germany","2008",0
"12075","Western Sahara","2008",0
"12076","Vietnam","2008",87.1095339915184
"12077","Virgin Islands (U.S.)","2008",0
"12078","North Yemen (former)","2008",0
"12079","South Yemen (former)","2008",0
"12080","Yemen","2008",28.4841797893143
"12081","Yugoslavia","2008",0
"12082","Zambia","2008",28.5873499104818
"12083","Zimbabwe","2008",13.2892847095336
"12084","Åland","2008",0
"12085","South Sudan","2008",0
"12086","Christian","2008",0
"12087","Coastline","2008",0
"12088","Curaçao","2008",0
"12089","Sint Maarten (Dutch part)","2008",0
"12090","St. Martin (French part)","2008",0
"12091","Antarctica","2008",0
"12092","Virgin Islands, British","2008",0
"12093","Hawaiian Trade Zone","2008",0
"12094","U.S. Pacific Islands","2008",0
"12095","Wake Island","2008",0
"12096","Bonaire","2008",0
"12097","Sark","2008",0
"12098","Chinese Taipei","2008",0
"12099","Saint Eustatius","2008",0
"12100","Saba","2008",0
"12101","Abkhazia","2009",0
"12102","Afghanistan","2009",34.3386872470302
"12103","Akrotiri and Dhekelia","2009",0
"12104","Albania","2009",77.1673897171787
"12105","Algeria","2009",93.6471149437679
"12106","American Samoa","2009",0
"12107","Andorra","2009",77.1406718692114
"12108","Angola","2009",43.7045041219092
"12109","Anguilla","2009",0
"12110","Antigua and Barbuda","2009",153.669620281998
"12111","Argentina","2009",131.002357068848
"12112","Armenia","2009",71.0377607108509
"12113","Aruba","2009",120.061531534912
"12114","Australia","2009",101.359217981673
"12115","Austria","2009",136.612821652164
"12116","Azerbaijan","2009",85.5570619385163
"12117","Bahamas","2009",106.045076516589
"12118","Bahrain","2009",119.870072795487
"12119","Bangladesh","2009",35.6593540732752
"12120","Barbados","2009",123.578735105408
"12121","Belarus","2009",100.520796146457
"12122","Belgium","2009",110.452194731833
"12123","Belize","2009",52.974479204186
"12124","Benin","2009",58.515263891587
"12125","Bermuda","2009",131.168791086695
"12126","Bhutan","2009",47.4925910616326
"12127","Bolivia","2009",66.1424159617887
"12128","Bosnia and Herzegovina","2009",86.4520449305316
"12129","Botswana","2009",94.5762867535739
"12130","Brazil","2009",90.0193633409662
"12131","British Virgin Islands","2009",0
"12132","Brunei","2009",105.370855738483
"12133","Bulgaria","2009",138.608960164525
"12134","Burkina Faso","2009",23.9208609802046
"12135","Burundi","2009",10.261033945905
"12136","Cambodia","2009",44.8422055869182
"12137","Cameroon","2009",41.7424162301093
"12138","Canada","2009",70.7099724404557
"12139","Cape Verde","2009",59.1148465993113
"12140","Cayman Islands","2009",194.93033014723
"12141","Central African Republic","2009",15.7395056376282
"12142","Chad","2009",20.8585666624821
"12143","Channel Islands","2009",0
"12144","Chile","2009",97.0186256132659
"12145","China","2009",55.9749092076566
"12146","Christmas Island","2009",0
"12147","Cocos Island","2009",0
"12148","Colombia","2009",92.3458456385594
"12149","Comoros","2009",17.1277526146521
"12150","Congo, Dem. Rep.","2009",14.731967190237
"12151","Congo, Rep.","2009",50.7426954621315
"12152","Cook Is","2009",0
"12153","Costa Rica","2009",42.4832762988505
"12154","Cote d'Ivoire","2009",68.1358671042613
"12155","Croatia","2009",105.988690651083
"12156","Cuba","2009",5.51519592052583
"12157","Cyprus","2009",89.6419260265958
"12158","Czech Republic","2009",136.578217742117
"12159","Czechoslovakia","2009",0
"12160","Denmark","2009",123.689390925476
"12161","Djibouti","2009",14.766365856735
"12162","Dominica","2009",145.01928682901
"12163","Dominican Republic","2009",88.0876326395458
"12164","East Germany","2009",0
"12165","Ecuador","2009",92.8492565262468
"12166","Egypt","2009",69.4366150379742
"12167","El Salvador","2009",122.820218676542
"12168","Equatorial Guinea","2009",29.3636170103433
"12169","Eritrea","2009",2.76834161174641
"12170","Eritrea and Ethiopia","2009",0
"12171","Estonia","2009",117.062019380917
"12172","Ethiopia","2009",4.99053484065595
"12173","Faeroe Islands","2009",117.209254498715
"12174","Falkland Is (Malvinas)","2009",0
"12175","Fiji","2009",75.0889040891775
"12176","Finland","2009",144.153022364686
"12177","France","2009",95.4443422563651
"12178","French Guiana","2009",0
"12179","French Polynesia","2009",77.8007732969722
"12180","Gabon","2009",92.9263614422604
"12181","Gambia","2009",78.0666859324959
"12182","Georgia","2009",64.8660266186211
"12183","Germany","2009",127.418888321167
"12184","Ghana","2009",63.4178184199545
"12185","Gibraltar","2009",0
"12186","Greece","2009",117.379422732125
"12187","Greenland","2009",93.3058774256596
"12188","Grenada","2009",109.920554867095
"12189","Guadeloupe","2009",0
"12190","Guam","2009",0
"12191","Guatemala","2009",123.3285160931
"12192","Guernsey","2009",0
"12193","Guinea","2009",35.7434938696681
"12194","Guinea-Bissau","2009",37.7560439856615
"12195","Guyana","2009",68.1970961988704
"12196","Haiti","2009",36.9820648137044
"12197","Holy See","2009",0
"12198","Honduras","2009",112.628747974979
"12199","Hong Kong, China","2009",180.269236757539
"12200","Hungary","2009",117.898258261369
"12201","Iceland","2009",107.660445644492
"12202","India","2009",43.4770581924589
"12203","Indonesia","2009",68.9414355260828
"12204","Iran","2009",71.8581479277808
"12205","Iraq","2009",65.4747883895303
"12206","Ireland","2009",106.625204179067
"12207","Isle of Man","2009",0
"12208","Israel","2009",124.253730469667
"12209","Italy","2009",146.101189248145
"12210","Jamaica","2009",108.249932070541
"12211","Japan","2009",91.8955441967376
"12212","Jersey","2009",0
"12213","Jordan","2009",99.8136946544008
"12214","Kazakhstan","2009",107.714769230614
"12215","Kenya","2009",49.0711741579053
"12216","Kiribati","2009",10.1063992573475
"12217","North Korea","2009",0.285751664759964
"12218","South Korea","2009",99.9589253781431
"12219","United Korea (former)
","2009",0
"12220","Kosovo","2009",0
"12221","Kuwait","2009",146.469429230249
"12222","Kyrgyz Republic","2009",85.1302075131847
"12223","Lao","2009",52.9215694069985
"12224","Latvia","2009",101.867001565416
"12225","Lebanon","2009",56.9531259307265
"12226","Lesotho","2009",30.7556156915989
"12227","Liberia","2009",28.2868113565188
"12228","Libya","2009",152.236914400846
"12229","Liechtenstein","2009",97.8418875097842
"12230","Lithuania","2009",148.499100744456
"12231","Luxembourg","2009",144.683775523122
"12232","Macao, China","2009",195.291747851542
"12233","Macedonia, FYR","2009",94.4790591456795
"12234","Madagascar","2009",31.2251647895688
"12235","Malawi","2009",17.2108855313112
